customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,earned_points,updated_loyalty_points
317,Isha,isha317@mail.com,Gold,115,2025-01-07,4,8361.055,8476.055
318,Isha,isha318@mail.com,Gold,5004,2025-01-05,6,9142.585000000001,14146.585000000001
319,Anaya,anaya319@mail.com,Bronze,3283,2025-01-03,4,12623.560000000001,15906.560000000001
320,Aarav,aarav320@mail.com,Silver,2136,2025-01-03,5,3802.49,5938.49
321,Aman,aman321@mail.com,Bronze,5921,2025-01-02,1,24256.095,30177.095
322,Diya,diya322@mail.com,Silver,3812,2025-01-06,5,14967.5,18779.5
323,Diya,diya323@mail.com,Bronze,5232,2025-01-02,3,8891.970000000001,14123.970000000001
324,Tanya,tanya324@mail.com,Platinum,1254,2025-01-06,9,13547.32,14801.32
325,Tanya,tanya325@mail.com,Gold,4403,2025-01-06,10,19231.765,23634.765
326,Anaya,anaya326@mail.com,Gold,4304,2025-01-05,2,8661.145,12965.145
327,Vihaan,vihaan327@mail.com,Bronze,4486,2025-01-02,6,10876.195,15362.195
328,Siddharth,siddharth328@mail.com,Bronze,3619,2025-01-01,9,725.77,4344.77
329,Kunal,kunal329@mail.com,Silver,455,2025-01-01,9,18044.1,18499.1
330,Kunal,kunal330@mail.com,Gold,5511,2025-01-07,1,12216.15,17727.15
331,Rohan,rohan331@mail.com,Silver,4737,2025-01-05,1,24421.515,29158.515
332,Anaya,invalid_email,Silver,3867,2025-01-07,7,14196.615,18063.614999999998
333,Priya,priya333@mail.com,Platinum,3133,2025-01-01,9,17064.92,20197.92
334,Arjun,arjun334@mail.com,Bronze,5353,2025-01-04,9,7955.040000000001,13308.04
335,Arjun,arjun335@mail.com,Gold,5962,2025-01-03,8,7405.094999999999,13367.095
336,Pooja,pooja336@mail.com,Gold,3474,2025-01-03,3,5597.725,9071.725
337,Kabir,kabir337@mail.com,Gold,1544,2025-01-07,7,-2182.4449999999997,-638.4449999999997
338,Ritika,ritika338@mail.com,Bronze,128,2025-01-04,10,8211.84,8339.84
339,Vihaan,vihaan339@mail.com,Silver,2004,2025-01-02,1,9753.585,11757.585
340,Arjun,arjun340@mail.com,Bronze,4127,2025-01-05,6,9384.895,13511.895
341,Aman,aman341@mail.com,Gold,4898,2025-01-02,9,13347.119999999999,18245.12
342,Saanvi,saanvi342@mail.com,Bronze,3387,2025-01-06,3,9375.2,12762.2
343,Nisha,nisha343@mail.com,Platinum,4553,2025-01-06,7,2901.52,7454.52
344,Siddharth,siddharth344@mail.com,Silver,2611,2025-01-02,9,19358.454999999998,21969.454999999998
345,Tanya,tanya345@mail.com,Bronze,1974,2025-01-07,8,5620.965,7594.965
346,Vihaan,vihaan346@mail.com,Silver,4607,2025-01-04,4,12583.705,17190.705
347,Kabir,kabir347@mail.com,Bronze,1665,2025-01-03,2,2782.42,4447.42
348,Pooja,pooja348@mail.com,Bronze,5935,2025-01-05,10,13179.715,19114.715
349,Vihaan,vihaan349@mail.com,Gold,596,2025-01-05,4,9669.445,10265.445
350,Tanya,tanya350@mail.com,Bronze,1711,2025-01-01,4,21113.010000000002,22824.010000000002
351,Rohan,rohan351@mail.com,Gold,961,2025-01-06,10,0.0,961.0
352,Rohan,rohan352@mail.com,Silver,3249,2025-01-04,8,11511.44,14760.44
353,Pooja,pooja353@mail.com,Bronze,5314,2025-01-04,8,22202.600000000002,27516.600000000002
354,Diya,diya354@mail.com,Gold,5918,2025-01-03,6,8953.475,14871.475
355,Nisha,nisha355@mail.com,Bronze,374,2025-01-03,9,6329.025,6703.025
356,Aman,aman356@mail.com,Bronze,4744,2025-01-02,7,11805.21,16549.21
357,Aman,aman357@mail.com,Silver,2013,2025-01-03,8,10062.470000000001,12075.470000000001
358,Tanya,tanya358@mail.com,Gold,3775,2025-01-06,9,5441.46,9216.46
359,Tanya,tanya359@mail.com,Silver,1507,2025-01-01,9,9290.38,10797.38
360,Vihaan,vihaan360@mail.com,Silver,608,2025-01-04,3,7150.650000000001,7758.650000000001
361,Saanvi,saanvi361@mail.com,Bronze,556,2025-01-03,1,13753.474999999999,14309.474999999999
362,Ritika,ritika362@mail.com,Silver,5224,2025-01-04,1,-14.589999999999918,5209.41
363,Aarav,aarav363@mail.com,Bronze,4359,2025-01-03,9,12592.815,16951.815000000002
364,Meera,meera364@mail.com,Silver,140,2025-01-02,2,3439.145,3579.145
365,Diya,diya365@mail.com,Bronze,4295,2025-01-07,6,14648.670000000002,18943.670000000002
366,Kabir,kabir366@mail.com,Platinum,3251,2025-01-02,4,3869.095,7120.094999999999
367,Meera,meera367@mail.com,Bronze,5603,2025-01-06,1,6740.58,12343.58
368,Anaya,anaya368@mail.com,Silver,3320,2025-01-01,3,17464.44,20784.44
369,Anaya,anaya369@mail.com,Silver,4094,2025-01-07,2,4892.205,8986.205
370,Siddharth,siddharth370@mail.com,Platinum,348,2025-01-05,8,33173.255,33521.255
371,Kabir,kabir371@mail.com,Silver,381,2025-01-05,10,31582.515,31963.515
372,Vihaan,vihaan372@mail.com,Bronze,1469,2025-01-05,3,3698.435,5167.4349999999995
373,Aditya,aditya373@mail.com,Silver,630,2025-01-07,7,12201.675000000001,12831.675000000001
374,Pooja,pooja374@mail.com,Gold,2717,2025-01-06,2,3177.815,5894.8150000000005
375,Siddharth,siddharth375@mail.com,Silver,2833,2025-01-03,10,2419.21,5252.21
376,Ritika,ritika376@mail.com,Gold,4879,2025-01-03,8,4519.43,9398.43
377,Tanya,tanya377@mail.com,Platinum,1868,2025-01-06,10,8867.59,10735.59
378,Aditya,aditya378@mail.com,Bronze,702,2025-01-01,2,9702.555,10404.555
379,Kabir,kabir379@mail.com,Gold,1263,2025-01-04,6,7945.895,9208.895
380,Priya,priya380@mail.com,Platinum,872,2025-01-07,5,6946.47,7818.47
381,Diya,diya381@mail.com,Silver,1085,2025-01-05,7,13986.395,15071.395
382,Diya,diya382@mail.com,Silver,215,2025-01-07,6,21846.135000000002,22061.135000000002
383,Aditya,aditya383@mail.com,Bronze,101,2025-01-05,4,8575.26,8676.26
384,Aman,aman384@mail.com,Bronze,4268,2025-01-03,5,5216.88,9484.880000000001
385,Tanya,tanya385@mail.com,Silver,1195,2025-01-04,2,2630.4300000000003,3825.4300000000003
386,Priya,priya386@mail.com,Gold,2061,2025-01-05,4,646.945,2707.945
387,Kunal,kunal387@mail.com,Bronze,876,2025-01-07,10,6858.93,7734.93
388,Aditya,aditya388@mail.com,Silver,2699,2025-01-06,10,12300.355,14999.355
389,Arjun,arjun389@mail.com,Platinum,2461,2025-01-03,3,2928.425,5389.425
390,Aditya,aditya390@mail.com,Silver,2614,2025-01-05,4,7818.6,10432.6
391,Rahul,rahul391@mail.com,Gold,3080,2025-01-05,4,7399.6,10479.6
392,Aman,aman392@mail.com,Gold,4469,2025-01-06,8,10945.465,15414.465
393,Rohan,rohan393@mail.com,Gold,3591,2025-01-07,7,12483.215,16074.215
394,Tanya,tanya394@mail.com,Bronze,1140,2025-01-06,7,26069.895,27209.895
395,Aditya,aditya395@mail.com,Silver,605,2025-01-05,9,10145.630000000001,10750.630000000001
396,Nisha,invalid_email,Platinum,4453,2025-01-07,9,17450.38,21903.38
397,Ritika,ritika397@mail.com,Bronze,5227,2025-01-06,6,9503.13,14730.13
398,Isha,isha398@mail.com,Silver,5300,2025-01-06,7,8973.565,14273.565
399,Rahul,rahul399@mail.com,Bronze,3526,2025-01-06,9,6020.985000000001,9546.985
400,Pooja,pooja400@mail.com,Bronze,4755,2025-01-04,10,0.0,4755.0
401,Siddharth,siddharth401@mail.com,Bronze,1234,2025-01-04,2,8204.675,9438.675
402,Diya,diya402@mail.com,Bronze,5981,2025-01-02,9,15838.815,21819.815000000002
403,Tanya,tanya403@mail.com,Silver,2853,2025-01-03,2,0.0,2853.0
404,Meera,meera404@mail.com,Bronze,366,2025-01-06,2,5059.415,5425.415
405,Isha,isha405@mail.com,Silver,1998,2025-01-04,8,-3310.11,-1312.1100000000001
406,Saanvi,saanvi406@mail.com,Bronze,3318,2025-01-04,1,9479.2,12797.2
407,Ritika,ritika407@mail.com,SILVER,1616,2025-01-02,4,6928.425,8544.425
408,Kabir,kabir408@mail.com,Bronze,5765,2025-01-07,9,19597.95,25362.95
409,Isha,isha409@mail.com,Silver,2996,2025-01-07,8,6335.16,9331.16
410,Siddharth,siddharth410@mail.com,Bronze,5235,2025-01-01,6,14222.825,19457.825
411,Priya,priya411@mail.com,Gold,3750,2025-01-03,10,32690.41,36440.41
412,Aman,aman412@mail.com,Bronze,694,2025-01-01,3,12594.77,13288.77
413,Priya,priya413@mail.com,Bronze,5680,2025-01-05,7,11985.914999999999,17665.915
414,Nisha,nisha414@mail.com,Silver,1521,2025-01-02,9,16052.635,17573.635000000002
415,Isha,isha415@mail.com,Bronze,4011,2025-01-05,1,0.0,4011.0
416,Priya,priya416@mail.com,Bronze,78,2025-01-05,9,15509.4,15587.4
417,Tanya,tanya417@mail.com,Silver,3351,2025-01-04,3,0.0,3351.0
418,Anaya,invalid_email,Gold,4631,2025-01-03,4,12490.244999999999,17121.245
419,Pooja,pooja419@mail.com,Silver,2364,2025-01-07,8,10023.25,12387.25
420,Pooja,pooja420@mail.com,Bronze,4184,2025-01-07,6,15229.3,19413.3
421,Pooja,pooja421@mail.com,Silver,340,2025-01-04,2,6927.615,7267.615
422,Saanvi,saanvi422@mail.com,Bronze,2438,2025-01-07,2,19471.7,21909.7
423,Kunal,kunal423@mail.com,Bronze,961,2025-01-05,6,26514.64,27475.64
424,Ritika,ritika424@mail.com,Silver,5183,2025-01-07,4,894.97,6077.97
425,Vihaan,vihaan425@mail.com,Bronze,4670,2025-01-03,5,17846.4,22516.4
426,Meera,meera426@mail.com,Gold,4691,2025-01-06,2,26697.175,31388.175
427,Arjun,arjun427@mail.com,Platinum,3371,2025-01-02,3,-67.79999999999995,3303.2
428,Saanvi,saanvi428@mail.com,Gold,1198,2025-01-06,7,9602.380000000001,10800.380000000001
429,Tanya,tanya429@mail.com,Bronze,1164,2025-01-04,2,22637.175,23801.175
430,Anaya,anaya430@mail.com,Bronze,3300,2025-01-03,8,8023.820000000001,11323.82
431,Tanya,tanya431@mail.com,Gold,2681,2025-01-01,8,12483.45,15164.45
432,Priya,priya432@mail.com,Bronze,518,2025-01-07,4,-134.60999999999967,383.3900000000003
433,Tanya,tanya433@mail.com,Bronze,2199,2025-01-02,10,16266.665,18465.665
434,Tanya,tanya434@mail.com,Gold,2815,2025-01-06,8,16826.385,19641.385
435,Aarav,aarav435@mail.com,Bronze,1017,2025-01-04,4,10595.715,11612.715
436,Arjun,arjun436@mail.com,Gold,5324,2025-01-01,6,16016.815,21340.815000000002
437,Kabir,kabir437@mail.com,Platinum,675,2025-01-04,5,0.0,675.0
438,Saanvi,saanvi438@mail.com,GOLD,3516,2025-01-04,2,16831.08,20347.08
439,Arjun,arjun439@mail.com,SILVER,4863,2025-01-06,6,7847.075000000001,12710.075
440,Diya,diya440@mail.com,Silver,3459,2025-01-01,2,2238.455,5697.455
441,Diya,diya441@mail.com,Bronze,2566,2025-01-07,3,5736.58,8302.58
442,Arjun,arjun442@mail.com,Bronze,560,2025-01-04,6,21070.685,21630.685
443,Rohan,rohan443@mail.com,Platinum,5145,2025-01-04,4,7424.339999999999,12569.34
444,Anaya,anaya444@mail.com,Bronze,823,2025-01-03,7,14665.305,15488.305
445,Rahul,rahul445@mail.com,Silver,1145,2025-01-05,10,12394.495,13539.495
446,Ritika,ritika446@mail.com,Silver,2334,2025-01-06,5,3799.115,6133.115
447,Rohan,rohan447@mail.com,Bronze,4241,2025-01-06,1,3088.325,7329.325
448,Saanvi,saanvi448@mail.com,Bronze,4054,2025-01-01,9,18233.48,22287.48
449,Aarav,aarav449@mail.com,Bronze,2958,2025-01-05,7,15214.039999999999,18172.04
450,Priya,priya450@mail.com,Gold,4475,2025-01-07,2,8884.895,13359.895
451,Aarav,aarav451@mail.com,Bronze,4811,2025-01-01,7,27591.76,32402.76
452,Siddharth,siddharth452@mail.com,Silver,2346,2025-01-06,7,12808.87,15154.87
453,Anaya,anaya453@mail.com,Silver,5247,2025-01-03,2,24686.39,29933.39
454,Siddharth,siddharth454@mail.com,Bronze,1664,2025-01-05,2,16775.63,18439.63
455,Meera,meera455@mail.com,Platinum,5723,2025-01-02,2,24131.025,29854.025
456,Nisha,nisha456@mail.com,Silver,950,2025-01-06,3,11708.91,12658.91
457,Diya,diya457@mail.com,Gold,103,2025-01-03,9,19990.77,20093.77
458,Siddharth,siddharth458@mail.com,Bronze,5904,2025-01-07,5,5953.675,11857.675
459,Diya,diya459@mail.com,Silver,240,2025-01-03,10,3547.3,3787.3
460,Anaya,anaya460@mail.com,Bronze,4064,2025-01-05,3,14334.66,18398.66
461,Priya,priya461@mail.com,Bronze,1288,2025-01-06,2,13192.28,14480.28
462,Saanvi,invalid_email,GOLD,-4168,2025-01-01,8,18724.135000000002,14556.135000000002
463,Priya,priya463@mail.com,Bronze,3137,2025-01-01,9,11483.24,14620.24
464,Nisha,nisha464@mail.com,Silver,1839,2025-01-03,2,19906.805,21745.805
465,Aman,aman465@mail.com,Silver,3054,2025-01-02,9,26703.97,29757.97
466,Vihaan,vihaan466@mail.com,Silver,3284,2025-01-07,5,12174.599999999999,15458.599999999999
467,Rahul,rahul467@mail.com,Bronze,707,2025-01-05,5,0.0,707.0
468,Ritika,ritika468@mail.com,Silver,1987,2025-01-07,4,4188.465,6175.465
469,Pooja,pooja469@mail.com,Platinum,2008,2025-01-05,6,6657.775000000001,8665.775000000001
470,Aarav,invalid_email,Silver,-2744,2025-01-06,5,1652.0,-1092.0
471,Diya,diya471@mail.com,Bronze,1680,2025-01-01,3,2938.505,4618.505
472,Kabir,kabir472@mail.com,Bronze,762,2025-01-04,6,13341.84,14103.84
473,Kunal,kunal473@mail.com,Silver,695,2025-01-04,2,16921.465,17616.465
474,Aman,aman474@mail.com,Silver,4651,2025-01-03,5,315.97500000000036,4966.975
475,Rahul,rahul475@mail.com,Gold,3219,2025-01-03,4,18778.36,21997.36
476,Anaya,anaya476@mail.com,Gold,1660,2025-01-01,3,17611.08,19271.08
477,Kunal,kunal477@mail.com,Bronze,3817,2025-01-07,4,5304.295,9121.295
478,Kunal,kunal478@mail.com,Gold,2525,2025-01-07,5,9824.525,12349.525
479,Ritika,ritika479@mail.com,Gold,330,2025-01-06,4,24692.665,25022.665
480,Priya,priya480@mail.com,Silver,3246,2025-01-02,1,25676.045,28922.045
481,Aditya,aditya481@mail.com,Silver,3704,2025-01-01,3,10907.515,14611.515
482,Diya,diya482@mail.com,Gold,97,2025-01-02,7,6679.31,6776.31
483,Priya,priya483@mail.com,Silver,5622,2025-01-03,2,1197.77,6819.77
484,Aarav,aarav484@mail.com,Silver,528,2025-01-01,6,5333.125,5861.125
485,Diya,diya485@mail.com,Bronze,349,2025-01-04,7,17709.870000000003,18058.870000000003
486,Tanya,tanya486@mail.com,Silver,241,2025-01-02,5,15815.14,16056.14
487,Kabir,kabir487@mail.com,Bronze,3653,2025-01-02,5,12606.515,16259.515
488,Tanya,tanya488@mail.com,Silver,3375,2025-01-04,3,13273.26,16648.260000000002
489,Nisha,nisha489@mail.com,Gold,1633,2025-01-07,9,13007.35,14640.35
490,Aarav,aarav490@mail.com,Bronze,3133,2025-01-04,6,4758.66,7891.66
491,Aman,aman491@mail.com,Bronze,4115,2025-01-05,4,988.705,5103.705
492,Aarav,aarav492@mail.com,Platinum,2301,2025-01-07,10,0.0,2301.0
493,Saanvi,saanvi493@mail.com,Silver,1307,2025-01-07,1,11924.455,13231.455
494,Saanvi,saanvi494@mail.com,Gold,4716,2025-01-07,3,3324.275,8040.275
495,Isha,isha495@mail.com,Gold,1937,2025-01-05,1,8941.865,10878.865
496,Priya,priya496@mail.com,Silver,4650,2025-01-07,8,13986.744999999999,18636.745
497,Pooja,pooja497@mail.com,Bronze,2531,2025-01-05,4,11103.195,13634.195
498,Aarav,aarav498@mail.com,Bronze,4312,2025-01-07,3,19583.115,23895.115
499,Rahul,rahul499@mail.com,Gold,5873,2025-01-01,1,9765.485,15638.485
500,Arjun,arjun500@mail.com,Bronze,4805,2025-01-05,6,3614.315,8419.315
501,Anaya,anaya501@mail.com,Silver,3060,2025-01-03,5,30620.855,33680.854999999996
502,Rahul,rahul502@mail.com,Gold,1117,2025-01-06,8,993.265,2110.265
503,Rahul,rahul503@mail.com,Silver,1427,2025-01-05,6,10633.495,12060.495
504,Saanvi,saanvi504@mail.com,Bronze,5452,2025-01-06,5,14424.425,19876.425
505,Arjun,arjun505@mail.com,Platinum,1455,2025-01-04,10,14453.42,15908.42
506,Vihaan,vihaan506@mail.com,Platinum,1491,2025-01-02,10,30173.52,31664.52
507,Diya,diya507@mail.com,Gold,4064,2025-01-03,3,5094.595,9158.595000000001
508,Anaya,anaya508@mail.com,Gold,5807,2025-01-01,5,19174.39,24981.39
509,Rohan,rohan509@mail.com,Bronze,2044,2025-01-06,1,3352.2500000000005,5396.25
510,Vihaan,vihaan510@mail.com,Silver,3161,2025-01-04,8,25555.719999999998,28716.719999999998
511,Aditya,aditya511@mail.com,Bronze,2877,2025-01-07,10,17331.85,20208.85
512,Saanvi,saanvi512@mail.com,Gold,1332,2025-01-01,6,16622.0,17954.0
513,Kabir,kabir513@mail.com,Bronze,857,2025-01-06,2,10338.105,11195.105
514,Pooja,pooja514@mail.com,Platinum,762,2025-01-06,1,12300.165,13062.165
515,Nisha,nisha515@mail.com,Gold,5354,2025-01-01,6,13781.875,19135.875
516,Rohan,rohan516@mail.com,Silver,1556,2025-01-05,5,0.0,1556.0
517,Meera,meera517@mail.com,Bronze,2436,2025-01-07,8,2322.365,4758.365
518,Arjun,arjun518@mail.com,Silver,446,2025-01-06,10,2363.605,2809.605
519,Tanya,tanya519@mail.com,Bronze,1635,2025-01-01,8,4998.135,6633.135
520,Diya,diya520@mail.com,Silver,2526,2025-01-03,2,2454.9849999999997,4980.985
521,Pooja,pooja521@mail.com,Gold,3174,2025-01-04,1,0.0,3174.0
522,Kabir,kabir522@mail.com,Bronze,3602,2025-01-01,3,5736.74,9338.74
523,Diya,diya523@mail.com,Gold,702,2025-01-07,10,8675.56,9377.56
524,Saanvi,saanvi524@mail.com,Bronze,4535,2025-01-05,8,20273.755,24808.755
525,Aman,aman525@mail.com,Bronze,1930,2025-01-06,1,5074.85,7004.85
526,Siddharth,siddharth526@mail.com,Gold,4679,2025-01-05,3,12009.869999999999,16688.87
527,Diya,diya527@mail.com,Platinum,3678,2025-01-07,4,13440.04,17118.04
528,Arjun,arjun528@mail.com,Platinum,349,2025-01-07,3,12042.884999999998,12391.884999999998
529,Ritika,ritika529@mail.com,Gold,2112,2025-01-01,7,7063.77,9175.77
530,Pooja,pooja530@mail.com,Gold,3255,2025-01-07,1,12076.76,15331.76
531,Ritika,ritika531@mail.com,Silver,4813,2025-01-02,10,0.0,4813.0
532,Aman,aman532@mail.com,Platinum,4773,2025-01-05,2,11455.300000000001,16228.300000000001
533,Meera,meera533@mail.com,Gold,4387,2025-01-06,8,6009.22,10396.220000000001
534,Aman,aman534@mail.com,Bronze,4988,2025-01-05,10,19246.265,24234.265
535,Aditya,aditya535@mail.com,Gold,317,2025-01-01,8,4321.08,4638.08
536,Kabir,invalid_email,Gold,3051,2025-01-03,8,7527.935,10578.935000000001
537,Diya,diya537@mail.com,Platinum,1867,2025-01-07,6,1673.605,3540.605
538,Kabir,kabir538@mail.com,Silver,5970,2025-01-02,7,457.33,6427.33
539,Tanya,tanya539@mail.com,Gold,4231,2025-01-02,2,11416.22,15647.22
540,Meera,meera540@mail.com,Bronze,5812,2025-01-05,1,21700.55,27512.55
541,Isha,isha541@mail.com,Bronze,1579,2025-01-01,8,29695.74,31274.74
542,Vihaan,vihaan542@mail.com,Bronze,2952,2025-01-05,7,13580.04,16532.04
543,Diya,invalid_email,Bronze,5580,2025-01-02,8,2477.3050000000003,8057.305
544,Aman,aman544@mail.com,Bronze,4516,2025-01-06,2,13537.755000000001,18053.755
545,Meera,meera545@mail.com,Bronze,224,2025-01-02,4,0.0,224.0
546,Saanvi,saanvi546@mail.com,Silver,5551,2025-01-07,1,14176.199999999999,19727.199999999997
547,Tanya,tanya547@mail.com,SILVER,1083,2025-01-03,10,11111.82,12194.82
548,Meera,meera548@mail.com,Silver,5838,2025-01-04,6,17358.77,23196.77
549,Kunal,kunal549@mail.com,Bronze,2064,2025-01-05,7,9436.47,11500.47
550,Aman,invalid_email,Platinum,-838,2025-01-07,6,3107.62,2269.62
551,Pooja,pooja551@mail.com,Bronze,5303,2025-01-04,2,14939.66,20242.66
552,Rahul,rahul552@mail.com,Gold,2264,2025-01-06,5,4531.235000000001,6795.235000000001
553,Rohan,rohan553@mail.com,Bronze,1228,2025-01-07,10,19874.155,21102.155
554,Aditya,aditya554@mail.com,Bronze,5411,2025-01-04,5,13675.385,19086.385000000002
555,Kabir,kabir555@mail.com,Gold,3428,2025-01-05,4,7976.344999999999,11404.345
556,Rahul,rahul556@mail.com,Silver,5951,2025-01-04,6,5907.805,11858.805
557,Siddharth,siddharth557@mail.com,Gold,2459,2025-01-02,5,13308.380000000001,15767.380000000001
558,Diya,diya558@mail.com,Bronze,3856,2025-01-07,3,0.0,3856.0
559,Rahul,rahul559@mail.com,Bronze,5361,2025-01-03,7,8838.695,14199.695
560,Rahul,rahul560@mail.com,Bronze,3044,2025-01-04,1,12049.79,15093.79
561,Aman,aman561@mail.com,Bronze,4753,2025-01-05,2,13231.41,17984.41
562,Aditya,aditya562@mail.com,Bronze,4340,2025-01-02,4,0.0,4340.0
563,Rahul,rahul563@mail.com,Gold,3352,2025-01-02,6,3956.195,7308.195
564,Isha,isha564@mail.com,Silver,662,2025-01-06,1,4079.725,4741.725
565,Aarav,aarav565@mail.com,Gold,3703,2025-01-07,3,12336.45,16039.45
566,Tanya,tanya566@mail.com,Silver,721,2025-01-04,8,10893.04,11614.04
567,Aditya,invalid_email,Bronze,38,2025-01-01,6,23372.675,23410.675
568,Siddharth,invalid_email,Bronze,-1561,2025-01-02,6,7828.429999999999,6267.429999999999
569,Meera,meera569@mail.com,Silver,1056,2025-01-01,1,11703.11,12759.11
570,Meera,meera570@mail.com,Silver,2382,2025-01-04,3,12922.84,15304.84
571,Rahul,rahul571@mail.com,Bronze,4015,2025-01-07,7,17670.05,21685.05
572,Aarav,aarav572@mail.com,Platinum,1871,2025-01-01,10,11330.82,13201.82
573,Siddharth,siddharth573@mail.com,Gold,1384,2025-01-04,5,7537.695,8921.695
574,Pooja,pooja574@mail.com,Platinum,5104,2025-01-06,1,5893.36,10997.36
575,Vihaan,vihaan575@mail.com,Silver,5650,2025-01-03,8,6836.83,12486.83
576,Arjun,arjun576@mail.com,Silver,1683,2025-01-06,2,6420.735000000001,8103.735000000001
577,Siddharth,siddharth577@mail.com,Gold,2211,2025-01-01,9,3921.885,6132.885
578,Ritika,ritika578@mail.com,Gold,964,2025-01-05,4,7334.85,8298.85
579,Kabir,kabir579@mail.com,Bronze,4285,2025-01-02,1,10594.98,14879.98
580,Pooja,pooja580@mail.com,Silver,4066,2025-01-02,1,16470.355,20536.355
581,Aarav,aarav581@mail.com,Bronze,5502,2025-01-04,3,959.455,6461.455
582,Anaya,anaya582@mail.com,Gold,4191,2025-01-06,4,10317.795,14508.795
583,Kunal,kunal583@mail.com,Bronze,2425,2025-01-07,1,11612.015,14037.015
584,Meera,meera584@mail.com,Bronze,2950,2025-01-01,1,7493.375,10443.375
585,Aarav,aarav585@mail.com,Bronze,1133,2025-01-04,10,10781.705,11914.705
586,Kabir,kabir586@mail.com,Bronze,761,2025-01-04,8,13258.324999999999,14019.324999999999
587,Kabir,kabir587@mail.com,Silver,3159,2025-01-07,3,1927.825,5086.825
588,Diya,diya588@mail.com,Bronze,1085,2025-01-02,2,9573.535,10658.535
589,Nisha,nisha589@mail.com,Silver,4839,2025-01-05,7,3614.355,8453.355
590,Priya,invalid_email,Silver,5008,2025-01-02,8,31577.105,36585.104999999996
591,Tanya,tanya591@mail.com,Silver,925,2025-01-06,6,6678.695,7603.695
592,Aarav,aarav592@mail.com,Silver,5771,2025-01-06,10,9439.115,15210.115
593,Saanvi,saanvi593@mail.com,Silver,5487,2025-01-05,2,16530.440000000002,22017.440000000002
594,Nisha,nisha594@mail.com,Silver,5420,2025-01-06,7,16127.779999999999,21547.78
595,Arjun,arjun595@mail.com,SILVER,4573,2025-01-02,9,16608.205,21181.205
596,Tanya,tanya596@mail.com,Bronze,4061,2025-01-02,6,1371.045,5432.045
597,Kabir,kabir597@mail.com,Silver,412,2025-01-07,4,-5270.79,-4858.79
598,Anaya,anaya598@mail.com,Silver,3760,2025-01-04,8,4733.425,8493.425
599,Rahul,rahul599@mail.com,GOLD,972,2025-01-04,7,19963.995,20935.995
600,Vihaan,vihaan600@mail.com,Gold,4564,2025-01-05,5,22861.495,27425.495
601,Siddharth,siddharth601@mail.com,Silver,4606,2025-01-03,1,13030.185,17636.184999999998
602,Saanvi,saanvi602@mail.com,Gold,3722,2025-01-06,6,22725.715,26447.715
603,Kunal,kunal603@mail.com,SILVER,934,2025-01-03,5,22698.83,23632.83
604,Pooja,pooja604@mail.com,Bronze,4276,2025-01-04,3,0.0,4276.0
605,Nisha,nisha605@mail.com,Bronze,876,2025-01-07,7,1210.92,2086.92
606,Rohan,rohan606@mail.com,Bronze,3744,2025-01-07,7,7840.59,11584.59
607,Vihaan,vihaan607@mail.com,Silver,5187,2025-01-04,8,1299.165,6486.165
608,Aman,aman608@mail.com,Silver,4130,2025-01-01,9,7012.885,11142.885
609,Nisha,nisha609@mail.com,Silver,4793,2025-01-02,10,10218.15,15011.15
610,Isha,isha610@mail.com,Bronze,5984,2025-01-05,6,3911.36,9895.36
611,Siddharth,siddharth611@mail.com,Silver,3151,2025-01-02,5,22637.055,25788.055
612,Aditya,aditya612@mail.com,Silver,2808,2025-01-04,10,5597.4,8405.4
613,Siddharth,siddharth613@mail.com,Silver,2448,2025-01-06,9,0.0,2448.0
614,Rohan,rohan614@mail.com,Gold,1645,2025-01-06,3,436.09,2081.09
615,Isha,isha615@mail.com,Silver,4127,2025-01-07,6,5015.735,9142.735
616,Pooja,pooja616@mail.com,Platinum,3935,2025-01-06,9,1952.555,5887.555
617,Meera,meera617@mail.com,Silver,3460,2025-01-02,1,7339.18,10799.18
618,Vihaan,vihaan618@mail.com,Gold,1637,2025-01-06,5,20904.02,22541.02
619,Arjun,arjun619@mail.com,Bronze,508,2025-01-01,6,101.255,609.255
620,Kunal,kunal620@mail.com,Silver,839,2025-01-02,9,15802.954999999998,16641.954999999998
621,Aditya,aditya621@mail.com,Gold,1946,2025-01-06,1,6807.225,8753.225
622,Aditya,aditya622@mail.com,Gold,3174,2025-01-05,1,9921.060000000001,13095.060000000001
623,Aarav,aarav623@mail.com,Gold,2058,2025-01-04,4,14853.73,16911.73
624,Priya,priya624@mail.com,Silver,4820,2025-01-02,5,0.0,4820.0
625,Kunal,kunal625@mail.com,Bronze,1453,2025-01-06,9,13050.025,14503.025
626,Diya,diya626@mail.com,Bronze,3090,2025-01-02,10,8402.295,11492.295
627,Kabir,kabir627@mail.com,Gold,46,2025-01-02,6,19557.760000000002,19603.760000000002
628,Ritika,ritika628@mail.com,Silver,416,2025-01-03,8,11374.689999999999,11790.689999999999
629,Aman,aman629@mail.com,Gold,4506,2025-01-02,3,2630.255,7136.255
630,Siddharth,siddharth630@mail.com,Bronze,558,2025-01-04,2,20303.355,20861.355
631,Priya,priya631@mail.com,Silver,1812,2025-01-03,4,0.0,1812.0
632,Ritika,ritika632@mail.com,Silver,4345,2025-01-06,1,13493.425,17838.425
633,Diya,diya633@mail.com,Bronze,5479,2025-01-05,4,8327.045,13806.045
